id,secondary_profession,main_group,try_these,avoid_these,text
T2-Technology & IT-Systems Administrator,Systems Administrator,Technology & IT,True,False,Ever worked on this over a latte?
T3-Technology & IT-Systems Administrator,Systems Administrator,Technology & IT,True,False,What's your fave tool for the gig?
T4-Technology & IT-Systems Administrator,Systems Administrator,Technology & IT,True,False,Wildest win in your field—spill it!
T5-Technology & IT-Systems Administrator,Systems Administrator,Technology & IT,True,False,Which vibe fuels your systems administrator?
A1-Technology & IT-Systems Administrator,Systems Administrator,Technology & IT,False,True,Why's your systems administrator so slow?
A2-Technology & IT-Systems Administrator,Systems Administrator,Technology & IT,False,True,Isn't that just a hobby job?
A3-Technology & IT-Systems Administrator,Systems Administrator,Technology & IT,False,True,"You're replaceable by AI, right?"
A4-Technology & IT-Systems Administrator,Systems Administrator,Technology & IT,False,True,Why bother with systems administrator?
A5-Technology & IT-Systems Administrator,Systems Administrator,Technology & IT,False,True,"That last gig flopped, huh?"
T1-Technology & IT-Cybersecurity Analyst,Cybersecurity Analyst,Technology & IT,True,False,Best cybersecurity analyst hack you've brewed up?
T2-Technology & IT-Cybersecurity Analyst,Cybersecurity Analyst,Technology & IT,True,False,Ever worked on this over a latte?
T3-Technology & IT-Cybersecurity Analyst,Cybersecurity Analyst,Technology & IT,True,False,What's your fave tool for the gig?
T4-Technology & IT-Cybersecurity Analyst,Cybersecurity Analyst,Technology & IT,True,False,Wildest win in your field—spill it!
T5-Technology & IT-Cybersecurity Analyst,Cybersecurity Analyst,Technology & IT,True,False,Which vibe fuels your cybersecurity analyst?
A1-Technology & IT-Cybersecurity Analyst,Cybersecurity Analyst,Technology & IT,False,True,Why's your cybersecurity analyst so slow?
A2-Technology & IT-Cybersecurity Analyst,Cybersecurity Analyst,Technology & IT,False,True,Isn't that just a hobby job?
A3-Technology & IT-Cybersecurity Analyst,Cybersecurity Analyst,Technology & IT,False,True,"You're replaceable by AI, right?"
A4-Technology & IT-Cybersecurity Analyst,Cybersecurity Analyst,Technology & IT,False,True,Why bother with cybersecurity analyst?
A5-Technology & IT-Cybersecurity Analyst,Cybersecurity Analyst,Technology & IT,False,True,"That last gig flopped, huh?"
T1-Technology & IT-Data Scientist,Data Scientist,Technology & IT,True,False,Best data scientist hack you've brewed up?
T2-Technology & IT-Data Scientist,Data Scientist,Technology & IT,True,False,Ever worked on this over a latte?
T3-Technology & IT-Data Scientist,Data Scientist,Technology & IT,True,False,What's your fave tool for the gig?
T4-Technology & IT-Data Scientist,Data Scientist,Technology & IT,True,False,Wildest win in your field—spill it!
T5-Technology & IT-Data Scientist,Data Scientist,Technology & IT,True,False,Which vibe fuels your data scientist?
A1-Technology & IT-Data Scientist,Data Scientist,Technology & IT,False,True,Why's your data scientist so slow?
A2-Technology & IT-Data Scientist,Data Scientist,Technology & IT,False,True,Isn't that just a hobby job?
A3-Technology & IT-Data Scientist,Data Scientist,Technology & IT,False,True,"You're replaceable by AI, right?"
A4-Technology & IT-Data Scientist,Data Scientist,Technology & IT,False,True,Why bother with data scientist?
A5-Technology & IT-Data Scientist,Data Scientist,Technology & IT,False,True,"That last gig flopped, huh?"
T1-Technology & IT-Machine Learning Engineer,Machine Learning Engineer,Technology & IT,True,False,Best machine learning engineer hack you've brewed up?
T2-Technology & IT-Machine Learning Engineer,Machine Learning Engineer,Technology & IT,True,False,Ever worked on this over a latte?
T3-Technology & IT-Machine Learning Engineer,Machine Learning Engineer,Technology & IT,True,False,What's your fave tool for the gig?
T4-Technology & IT-Machine Learning Engineer,Machine Learning Engineer,Technology & IT,True,False,Wildest win in your field—spill it!
T5-Technology & IT-Machine Learning Engineer,Machine Learning Engineer,Technology & IT,True,False,Which vibe fuels your machine learning engineer?
A1-Technology & IT-Machine Learning Engineer,Machine Learning Engineer,Technology & IT,False,True,Why's your machine learning engineer so slow?
A2-Technology & IT-Machine Learning Engineer,Machine Learning Engineer,Technology & IT,False,True,Isn't that just a hobby job?
A3-Technology & IT-Machine Learning Engineer,Machine Learning Engineer,Technology & IT,False,True,"You're replaceable by AI, right?"
A4-Technology & IT-Machine Learning Engineer,Machine Learning Engineer,Technology & IT,False,True,Why bother with machine learning engineer?
A5-Technology & IT-Machine Learning Engineer,Machine Learning Engineer,Technology & IT,False,True,"That last gig flopped, huh?"
T1-Technology & IT-IT Support Specialist,IT Support Specialist,Technology & IT,True,False,Best it support specialist hack you've brewed up?
T2-Technology & IT-IT Support Specialist,IT Support Specialist,Technology & IT,True,False,Ever worked on this over a latte?
T3-Technology & IT-IT Support Specialist,IT Support Specialist,Technology & IT,True,False,What's your fave tool for the gig?
T4-Technology & IT-IT Support Specialist,IT Support Specialist,Technology & IT,True,False,Wildest win in your field—spill it!
T5-Technology & IT-IT Support Specialist,IT Support Specialist,Technology & IT,True,False,Which vibe fuels your it support specialist?
A1-Technology & IT-IT Support Specialist,IT Support Specialist,Technology & IT,False,True,Why's your it support specialist so slow?
A2-Technology & IT-IT Support Specialist,IT Support Specialist,Technology & IT,False,True,Isn't that just a hobby job?
A3-Technology & IT-IT Support Specialist,IT Support Specialist,Technology & IT,False,True,"You're replaceable by AI, right?"
A4-Technology & IT-IT Support Specialist,IT Support Specialist,Technology & IT,False,True,Why bother with it support specialist?
A5-Technology & IT-IT Support Specialist,IT Support Specialist,Technology & IT,False,True,"That last gig flopped, huh?"
T1-Technology & IT-Cloud Architect,Cloud Architect,Technology & IT,True,False,Best cloud architect hack you've brewed up?
T2-Technology & IT-Cloud Architect,Cloud Architect,Technology & IT,True,False,Ever worked on this over a latte?
T3-Technology & IT-Cloud Architect,Cloud Architect,Technology & IT,True,False,What's your fave tool for the gig?
T4-Technology & IT-Cloud Architect,Cloud Architect,Technology & IT,True,False,Wildest win in your field—spill it!
T5-Technology & IT-Cloud Architect,Cloud Architect,Technology & IT,True,False,Which vibe fuels your cloud architect?
A1-Technology & IT-Cloud Architect,Cloud Architect,Technology & IT,False,True,Why's your cloud architect so slow?
A2-Technology & IT-Cloud Architect,Cloud Architect,Technology & IT,False,True,Isn't that just a hobby job?
A3-Technology & IT-Cloud Architect,Cloud Architect,Technology & IT,False,True,"You're replaceable by AI, right?"
A4-Technology & IT-Cloud Architect,Cloud Architect,Technology & IT,False,True,Why bother with cloud architect?
A5-Technology & IT-Cloud Architect,Cloud Architect,Technology & IT,False,True,"That last gig flopped, huh?"
T1-Creative & Design-Graphic Designer,Graphic Designer,Creative & Design,True,False,Fave font combo—spill the pixel tea!
T2-Creative & Design-Graphic Designer,Graphic Designer,Creative & Design,True,False,Ever sketched a logo over espresso?
T3-Creative & Design-Graphic Designer,Graphic Designer,Creative & Design,True,False,What's your wildest Photoshop win?
T4-Creative & Design-Graphic Designer,Graphic Designer,Creative & Design,True,False,Color palette that screams vibe—go!
T5-Creative & Design-Graphic Designer,Graphic Designer,Creative & Design,True,False,Illustrator or Figma—which fuels you?
A1-Creative & Design-Graphic Designer,Graphic Designer,Creative & Design,False,True,Your designs all look the same.
A2-Creative & Design-Graphic Designer,Graphic Designer,Creative & Design,False,True,Why so many colors? It's tacky.
A3-Creative & Design-Graphic Designer,Graphic Designer,Creative & Design,False,True,Can't you just use Canva instead?
A4-Creative & Design-Graphic Designer,Graphic Designer,Creative & Design,False,True,That logo's ugly—redo it quick.
A5-Creative & Design-Graphic Designer,Graphic Designer,Creative & Design,False,True,"Art's not a real job, right?"
T1-Creative & Design-UI/UX Designer,UI/UX Designer,Creative & Design,True,False,Best ui/ux designer hack you've brewed up?
T2-Creative & Design-UI/UX Designer,UI/UX Designer,Creative & Design,True,False,Ever worked on this over a latte?
T3-Creative & Design-UI/UX Designer,UI/UX Designer,Creative & Design,True,False,What's your fave tool for the gig?
T4-Creative & Design-UI/UX Designer,UI/UX Designer,Creative & Design,True,False,Wildest win in your field—spill it!
T5-Creative & Design-UI/UX Designer,UI/UX Designer,Creative & Design,True,False,Which vibe fuels your ui/ux designer?
A1-Creative & Design-UI/UX Designer,UI/UX Designer,Creative & Design,False,True,Why's your ui/ux designer so slow?
A2-Creative & Design-UI/UX Designer,UI/UX Designer,Creative & Design,False,True,Isn't that just a hobby job?
A3-Creative & Design-UI/UX Designer,UI/UX Designer,Creative & Design,False,True,"You're replaceable by AI, right?"
A4-Creative & Design-UI/UX Designer,UI/UX Designer,Creative & Design,False,True,Why bother with ui/ux designer?
A5-Creative & Design-UI/UX Designer,UI/UX Designer,Creative & Design,False,True,"That last gig flopped, huh?"
T1-Creative & Design-Illustrator,Illustrator,Creative & Design,True,False,Best illustrator hack you've brewed up?
T2-Creative & Design-Illustrator,Illustrator,Creative & Design,True,False,Ever worked on this over a latte?
T3-Creative & Design-Illustrator,Illustrator,Creative & Design,True,False,What's your fave tool for the gig?
T4-Creative & Design-Illustrator,Illustrator,Creative & Design,True,False,Wildest win in your field—spill it!
T5-Creative & Design-Illustrator,Illustrator,Creative & Design,True,False,Which vibe fuels your illustrator?
A1-Creative & Design-Illustrator,Illustrator,Creative & Design,False,True,Why's your illustrator so slow?
A2-Creative & Design-Illustrator,Illustrator,Creative & Design,False,True,Isn't that just a hobby job?
A3-Creative & Design-Illustrator,Illustrator,Creative & Design,False,True,"You're replaceable by AI, right?"
A4-Creative & Design-Illustrator,Illustrator,Creative & Design,False,True,Why bother with illustrator?
A5-Creative & Design-Illustrator,Illustrator,Creative & Design,False,True,"That last gig flopped, huh?"
T1-Creative & Design-Video Editor,Video Editor,Creative & Design,True,False,Best video editor hack you've brewed up?
T2-Creative & Design-Video Editor,Video Editor,Creative & Design,True,False,Ever worked on this over a latte?
T3-Creative & Design-Video Editor,Video Editor,Creative & Design,True,False,What's your fave tool for the gig?
T4-Creative & Design-Video Editor,Video Editor,Creative & Design,True,False,Wildest win in your field—spill it!
T5-Creative & Design-Video Editor,Video Editor,Creative & Design,True,False,Which vibe fuels your video editor?
A1-Creative & Design-Video Editor,Video Editor,Creative & Design,False,True,Why's your video editor so slow?
A2-Creative & Design-Video Editor,Video Editor,Creative & Design,False,True,Isn't that just a hobby job?
A3-Creative & Design-Video Editor,Video Editor,Creative & Design,False,True,"You're replaceable by AI, right?"
A4-Creative & Design-Video Editor,Video Editor,Creative & Design,False,True,Why bother with video editor?
A5-Creative & Design-Video Editor,Video Editor,Creative & Design,False,True,"That last gig flopped, huh?"
T1-Creative & Design-Motion Graphics Designer,Motion Graphics Designer,Creative & Design,True,False,Best motion graphics designer hack you've brewed up?
T2-Creative & Design-Motion Graphics Designer,Motion Graphics Designer,Creative & Design,True,False,Ever worked on this over a latte?
T3-Creative & Design-Motion Graphics Designer,Motion Graphics Designer,Creative & Design,True,False,What's your fave tool for the gig?
T4-Creative & Design-Motion Graphics Designer,Motion Graphics Designer,Creative & Design,True,False,Wildest win in your field—spill it!
T5-Creative & Design-Motion Graphics Designer,Motion Graphics Designer,Creative & Design,True,False,Which vibe fuels your motion graphics designer?
A1-Creative & Design-Motion Graphics Designer,Motion Graphics Designer,Creative & Design,False,True,Why's your motion graphics designer so slow?
A2-Creative & Design-Motion Graphics Designer,Motion Graphics Designer,Creative & Design,False,True,Isn't that just a hobby job?
A3-Creative & Design-Motion Graphics Designer,Motion Graphics Designer,Creative & Design,False,True,"You're replaceable by AI, right?"
A4-Creative & Design-Motion Graphics Designer,Motion Graphics Designer,Creative & Design,False,True,Why bother with motion graphics designer?
A5-Creative & Design-Motion Graphics Designer,Motion Graphics Designer,Creative & Design,False,True,"That last gig flopped, huh?"
T1-Creative & Design-3D Animator,3D Animator,Creative & Design,True,False,Best 3d animator hack you've brewed up?
T2-Creative & Design-3D Animator,3D Animator,Creative & Design,True,False,Ever worked on this over a latte?
T3-Creative & Design-3D Animator,3D Animator,Creative & Design,True,False,What's your fave tool for the gig?
T4-Creative & Design-3D Animator,3D Animator,Creative & Design,True,False,Wildest win in your field—spill it!
T5-Creative & Design-3D Animator,3D Animator,Creative & Design,True,False,Which vibe fuels your 3d animator?
A1-Creative & Design-3D Animator,3D Animator,Creative & Design,False,True,Why's your 3d animator so slow?
A2-Creative & Design-3D Animator,3D Animator,Creative & Design,False,True,Isn't that just a hobby job?
A3-Creative & Design-3D Animator,3D Animator,Creative & Design,False,True,"You're replaceable by AI, right?"
A4-Creative & Design-3D Animator,3D Animator,Creative & Design,False,True,Why bother with 3d animator?
A5-Creative & Design-3D Animator,3D Animator,Creative & Design,False,True,"That last gig flopped, huh?"
T1-Creative & Design-Photographer,Photographer,Creative & Design,True,False,Best photographer hack you've brewed up?
T2-Creative & Design-Photographer,Photographer,Creative & Design,True,False,Ever worked on this over a latte?
T3-Creative & Design-Photographer,Photographer,Creative & Design,True,False,What's your fave tool for the gig?
T4-Creative & Design-Photographer,Photographer,Creative & Design,True,False,Wildest win in your field—spill it!
T5-Creative & Design-Photographer,Photographer,Creative & Design,True,False,Which vibe fuels your photographer?
A1-Creative & Design-Photographer,Photographer,Creative & Design,False,True,Why's your photographer so slow?
A2-Creative & Design-Photographer,Photographer,Creative & Design,False,True,Isn't that just a hobby job?
A3-Creative & Design-Photographer,Photographer,Creative & Design,False,True,"You're replaceable by AI, right?"
A4-Creative & Design-Photographer,Photographer,Creative & Design,False,True,Why bother with photographer?
A5-Creative & Design-Photographer,Photographer,Creative & Design,False,True,"That last gig flopped, huh?"
T1-Creative & Design-Art Director,Art Director,Creative & Design,True,False,Best art director hack you've brewed up?
T2-Creative & Design-Art Director,Art Director,Creative & Design,True,False,Ever worked on this over a latte?
T3-Creative & Design-Art Director,Art Director,Creative & Design,True,False,What's your fave tool for the gig?
T4-Creative & Design-Art Director,Art Director,Creative & Design,True,False,Wildest win in your field—spill it!
T5-Creative & Design-Art Director,Art Director,Creative & Design,True,False,Which vibe fuels your art director?
A1-Creative & Design-Art Director,Art Director,Creative & Design,False,True,Why's your art director so slow?
A2-Creative & Design-Art Director,Art Director,Creative & Design,False,True,Isn't that just a hobby job?
A3-Creative & Design-Art Director,Art Director,Creative & Design,False,True,"You're replaceable by AI, right?"
A4-Creative & Design-Art Director,Art Director,Creative & Design,False,True,Why bother with art director?
A5-Creative & Design-Art Director,Art Director,Creative & Design,False,True,"That last gig flopped, huh?"
T1-Creative & Design-Web Designer,Web Designer,Creative & Design,True,False,Best web designer hack you've brewed up?
T2-Creative & Design-Web Designer,Web Designer,Creative & Design,True,False,Ever worked on this over a latte?
T3-Creative & Design-Web Designer,Web Designer,Creative & Design,True,False,What's your fave tool for the gig?
T4-Creative & Design-Web Designer,Web Designer,Creative & Design,True,False,Wildest win in your field—spill it!
T5-Creative & Design-Web Designer,Web Designer,Creative & Design,True,False,Which vibe fuels your web designer?
A1-Creative & Design-Web Designer,Web Designer,Creative & Design,False,True,Why's your web designer so slow?
A2-Creative & Design-Web Designer,Web Designer,Creative & Design,False,True,Isn't that just a hobby job?
A3-Creative & Design-Web Designer,Web Designer,Creative & Design,False,True,"You're replaceable by AI, right?"
A4-Creative & Design-Web Designer,Web Designer,Creative & Design,False,True,Why bother with web designer?
A5-Creative & Design-Web Designer,Web Designer,Creative & Design,False,True,"That last gig flopped, huh?"
T1-Creative & Design-Game Designer,Game Designer,Creative & Design,True,False,Best game designer hack you've brewed up?
T2-Creative & Design-Game Designer,Game Designer,Creative & Design,True,False,Ever worked on this over a latte?
T3-Creative & Design-Game Designer,Game Designer,Creative & Design,True,False,What's your fave tool for the gig?
T4-Creative & Design-Game Designer,Game Designer,Creative & Design,True,False,Wildest win in your field—spill it!
T5-Creative & Design-Game Designer,Game Designer,Creative & Design,True,False,Which vibe fuels your game designer?
A1-Creative & Design-Game Designer,Game Designer,Creative & Design,False,True,Why's your game designer so slow?
A2-Creative & Design-Game Designer,Game Designer,Creative & Design,False,True,Isn't that just a hobby job?
A3-Creative & Design-Game Designer,Game Designer,Creative & Design,False,True,"You're replaceable by AI, right?"
A4-Creative & Design-Game Designer,Game Designer,Creative & Design,False,True,Why bother with game designer?
A5-Creative & Design-Game Designer,Game Designer,Creative & Design,False,True,"That last gig flopped, huh?"
T1-Writing & Content Creation-Copywriter,Copywriter,Writing & Content Creation,True,False,Best copywriter hack you've brewed up?
T2-Writing & Content Creation-Copywriter,Copywriter,Writing & Content Creation,True,False,Ever worked on this over a latte?
T3-Writing & Content Creation-Copywriter,Copywriter,Writing & Content Creation,True,False,What's your fave tool for the gig?
T4-Writing & Content Creation-Copywriter,Copywriter,Writing & Content Creation,True,False,Wildest win in your field—spill it!
T5-Writing & Content Creation-Copywriter,Copywriter,Writing & Content Creation,True,False,Which vibe fuels your copywriter?
A1-Writing & Content Creation-Copywriter,Copywriter,Writing & Content Creation,False,True,Why's your copywriter so slow?
A2-Writing & Content Creation-Copywriter,Copywriter,Writing & Content Creation,False,True,Isn't that just a hobby job?
A3-Writing & Content Creation-Copywriter,Copywriter,Writing & Content Creation,False,True,"You're replaceable by AI, right?"
A4-Writing & Content Creation-Copywriter,Copywriter,Writing & Content Creation,False,True,Why bother with copywriter?
A5-Writing & Content Creation-Copywriter,Copywriter,Writing & Content Creation,False,True,"That last gig flopped, huh?"
T1-Writing & Content Creation-Content Writer,Content Writer,Writing & Content Creation,True,False,Best content writer hack you've brewed up?
T2-Writing & Content Creation-Content Writer,Content Writer,Writing & Content Creation,True,False,Ever worked on this over a latte?
T3-Writing & Content Creation-Content Writer,Content Writer,Writing & Content Creation,True,False,What's your fave tool for the gig?
T4-Writing & Content Creation-Content Writer,Content Writer,Writing & Content Creation,True,False,Wildest win in your field—spill it!
T5-Writing & Content Creation-Content Writer,Content Writer,Writing & Content Creation,True,False,Which vibe fuels your content writer?
A1-Writing & Content Creation-Content Writer,Content Writer,Writing & Content Creation,False,True,Why's your content writer so slow?
A2-Writing & Content Creation-Content Writer,Content Writer,Writing & Content Creation,False,True,Isn't that just a hobby job?
A3-Writing & Content Creation-Content Writer,Content Writer,Writing & Content Creation,False,True,"You're replaceable by AI, right?"
A4-Writing & Content Creation-Content Writer,Content Writer,Writing & Content Creation,False,True,Why bother with content writer?
A5-Writing & Content Creation-Content Writer,Content Writer,Writing & Content Creation,False,True,"That last gig flopped, huh?"
T1-Writing & Content Creation-Technical Writer,Technical Writer,Writing & Content Creation,True,False,Best technical writer hack you've brewed up?
T2-Writing & Content Creation-Technical Writer,Technical Writer,Writing & Content Creation,True,False,Ever worked on this over a latte?
T3-Writing & Content Creation-Technical Writer,Technical Writer,Writing & Content Creation,True,False,What's your fave tool for the gig?
T4-Writing & Content Creation-Technical Writer,Technical Writer,Writing & Content Creation,True,False,Wildest win in your field—spill it!
T5-Writing & Content Creation-Technical Writer,Technical Writer,Writing & Content Creation,True,False,Which vibe fuels your technical writer?
A1-Writing & Content Creation-Technical Writer,Technical Writer,Writing & Content Creation,False,True,Why's your technical writer so slow?
A2-Writing & Content Creation-Technical Writer,Technical Writer,Writing & Content Creation,False,True,Isn't that just a hobby job?
A3-Writing & Content Creation-Technical Writer,Technical Writer,Writing & Content Creation,False,True,"You're replaceable by AI, right?"
A4-Writing & Content Creation-Technical Writer,Technical Writer,Writing & Content Creation,False,True,Why bother with technical writer?
A5-Writing & Content Creation-Technical Writer,Technical Writer,Writing & Content Creation,False,True,"That last gig flopped, huh?"
T1-Writing & Content Creation-Journalist,Journalist,Writing & Content Creation,True,False,Best journalist hack you've brewed up?
T2-Writing & Content Creation-Journalist,Journalist,Writing & Content Creation,True,False,Ever worked on this over a latte?
T3-Writing & Content Creation-Journalist,Journalist,Writing & Content Creation,True,False,What's your fave tool for the gig?
T4-Writing & Content Creation-Journalist,Journalist,Writing & Content Creation,True,False,Wildest win in your field—spill it!
T5-Writing & Content Creation-Journalist,Journalist,Writing & Content Creation,True,False,Which vibe fuels your journalist?
A1-Writing & Content Creation-Journalist,Journalist,Writing & Content Creation,False,True,Why's your journalist so slow?
A2-Writing & Content Creation-Journalist,Journalist,Writing & Content Creation,False,True,Isn't that just a hobby job?
A3-Writing & Content Creation-Journalist,Journalist,Writing & Content Creation,False,True,"You're replaceable by AI, right?"
A4-Writing & Content Creation-Journalist,Journalist,Writing & Content Creation,False,True,Why bother with journalist?
A5-Writing & Content Creation-Journalist,Journalist,Writing & Content Creation,False,True,"That last gig flopped, huh?"
T1-Writing & Content Creation-Blogger,Blogger,Writing & Content Creation,True,False,Best blogger hack you've brewed up?
T2-Writing & Content Creation-Blogger,Blogger,Writing & Content Creation,True,False,Ever worked on this over a latte?
T3-Writing & Content Creation-Blogger,Blogger,Writing & Content Creation,True,False,What's your fave tool for the gig?
T4-Writing & Content Creation-Blogger,Blogger,Writing & Content Creation,True,False,Wildest win in your field—spill it!
T5-Writing & Content Creation-Blogger,Blogger,Writing & Content Creation,True,False,Which vibe fuels your blogger?
A1-Writing & Content Creation-Blogger,Blogger,Writing & Content Creation,False,True,Why's your blogger so slow?
A2-Writing & Content Creation-Blogger,Blogger,Writing & Content Creation,False,True,Isn't that just a hobby job?
A3-Writing & Content Creation-Blogger,Blogger,Writing & Content Creation,False,True,"You're replaceable by AI, right?"
A4-Writing & Content Creation-Blogger,Blogger,Writing & Content Creation,False,True,Why bother with blogger?
A5-Writing & Content Creation-Blogger,Blogger,Writing & Content Creation,False,True,"That last gig flopped, huh?"
T1-Writing & Content Creation-Editor/Proofreader,Editor/Proofreader,Writing & Content Creation,True,False,Best editor/proofreader hack you've brewed up?
T2-Writing & Content Creation-Editor/Proofreader,Editor/Proofreader,Writing & Content Creation,True,False,Ever worked on this over a latte?
T3-Writing & Content Creation-Editor/Proofreader,Editor/Proofreader,Writing & Content Creation,True,False,What's your fave tool for the gig?
T4-Writing & Content Creation-Editor/Proofreader,Editor/Proofreader,Writing & Content Creation,True,False,Wildest win in your field—spill it!
T5-Writing & Content Creation-Editor/Proofreader,Editor/Proofreader,Writing & Content Creation,True,False,Which vibe fuels your editor/proofreader?
A1-Writing & Content Creation-Editor/Proofreader,Editor/Proofreader,Writing & Content Creation,False,True,Why's your editor/proofreader so slow?
A2-Writing & Content Creation-Editor/Proofreader,Editor/Proofreader,Writing & Content Creation,False,True,Isn't that just a hobby job?
A3-Writing & Content Creation-Editor/Proofreader,Editor/Proofreader,Writing & Content Creation,False,True,"You're replaceable by AI, right?"
A4-Writing & Content Creation-Editor/Proofreader,Editor/Proofreader,Writing & Content Creation,False,True,Why bother with editor/proofreader?
A5-Writing & Content Creation-Editor/Proofreader,Editor/Proofreader,Writing & Content Creation,False,True,"That last gig flopped, huh?"
T1-Writing & Content Creation-Scriptwriter,Scriptwriter,Writing & Content Creation,True,False,Best scriptwriter hack you've brewed up?
T2-Writing & Content Creation-Scriptwriter,Scriptwriter,Writing & Content Creation,True,False,Ever worked on this over a latte?
T3-Writing & Content Creation-Scriptwriter,Scriptwriter,Writing & Content Creation,True,False,What's your fave tool for the gig?
T4-Writing & Content Creation-Scriptwriter,Scriptwriter,Writing & Content Creation,True,False,Wildest win in your field—spill it!
T5-Writing & Content Creation-Scriptwriter,Scriptwriter,Writing & Content Creation,True,False,Which vibe fuels your scriptwriter?
A1-Writing & Content Creation-Scriptwriter,Scriptwriter,Writing & Content Creation,False,True,Why's your scriptwriter so slow?
A2-Writing & Content Creation-Scriptwriter,Scriptwriter,Writing & Content Creation,False,True,Isn't that just a hobby job?
A3-Writing & Content Creation-Scriptwriter,Scriptwriter,Writing & Content Creation,False,True,"You're replaceable by AI, right?"
A4-Writing & Content Creation-Scriptwriter,Scriptwriter,Writing & Content Creation,False,True,Why bother with scriptwriter?
A5-Writing & Content Creation-Scriptwriter,Scriptwriter,Writing & Content Creation,False,True,"That last gig flopped, huh?"
